path,accident,severity,use_for_training
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\81.csv,SGATR,81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\82.csv,SGATR,82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\83.csv,SGATR,83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\84.csv,SGATR,84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\85.csv,SGATR,85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\86.csv,SGATR,86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\87.csv,SGATR,87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\88.csv,SGATR,88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\89.csv,SGATR,89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\90.csv,SGATR,90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\91.csv,SGATR,91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\92.csv,SGATR,92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\93.csv,SGATR,93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\94.csv,SGATR,94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\95.csv,SGATR,95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\96.csv,SGATR,96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\97.csv,SGATR,97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\98.csv,SGATR,98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\99.csv,SGATR,99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\100.csv,SGATR,100.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\1.csv,SGBTR,1.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\2.csv,SGBTR,2.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\3.csv,SGBTR,3.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\4.csv,SGBTR,4.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\5.csv,SGBTR,5.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\6.csv,SGBTR,6.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\7.csv,SGBTR,7.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\8.csv,SGBTR,8.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\9.csv,SGBTR,9.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\10.csv,SGBTR,10.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\11.csv,SGBTR,11.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\12.csv,SGBTR,12.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\13.csv,SGBTR,13.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\14.csv,SGBTR,14.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\15.csv,SGBTR,15.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\16.csv,SGBTR,16.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\17.csv,SGBTR,17.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\18.csv,SGBTR,18.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\19.csv,SGBTR,19.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\20.csv,SGBTR,20.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\21.csv,SGBTR,21.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\22.csv,SGBTR,22.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\23.csv,SGBTR,23.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\24.csv,SGBTR,24.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\25.csv,SGBTR,25.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\26.csv,SGBTR,26.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\27.csv,SGBTR,27.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\28.csv,SGBTR,28.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\29.csv,SGBTR,29.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\30.csv,SGBTR,30.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\31.csv,SGBTR,31.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\32.csv,SGBTR,32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\33.csv,SGBTR,33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\34.csv,SGBTR,34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\35.csv,SGBTR,35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\36.csv,SGBTR,36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\37.csv,SGBTR,37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\38.csv,SGBTR,38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\39.csv,SGBTR,39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\40.csv,SGBTR,40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\41.csv,SGBTR,41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\42.csv,SGBTR,42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\43.csv,SGBTR,43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\44.csv,SGBTR,44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\45.csv,SGBTR,45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\46.csv,SGBTR,46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\47.csv,SGBTR,47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\48.csv,SGBTR,48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\49.csv,SGBTR,49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\50.csv,SGBTR,50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\51.csv,SGBTR,51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\52.csv,SGBTR,52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\53.csv,SGBTR,53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\54.csv,SGBTR,54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\55.csv,SGBTR,55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\56.csv,SGBTR,56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\57.csv,SGBTR,57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\58.csv,SGBTR,58.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\59.csv,SGBTR,59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\60.csv,SGBTR,60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\61.csv,SGBTR,61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\62.csv,SGBTR,62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\63.csv,SGBTR,63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\64.csv,SGBTR,64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\65.csv,SGBTR,65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\66.csv,SGBTR,66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\67.csv,SGBTR,67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\68.csv,SGBTR,68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\69.csv,SGBTR,69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\70.csv,SGBTR,70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\71.csv,SGBTR,71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\72.csv,SGBTR,72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\73.csv,SGBTR,73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\74.csv,SGBTR,74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\75.csv,SGBTR,75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\76.csv,SGBTR,76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\77.csv,SGBTR,77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\78.csv,SGBTR,78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\79.csv,SGBTR,79.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\80.csv,SGBTR,80.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\81.csv,SGBTR,81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\82.csv,SGBTR,82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\83.csv,SGBTR,83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\84.csv,SGBTR,84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\85.csv,SGBTR,85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\86.csv,SGBTR,86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\87.csv,SGBTR,87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\88.csv,SGBTR,88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\89.csv,SGBTR,89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\90.csv,SGBTR,90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\91.csv,SGBTR,91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\92.csv,SGBTR,92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\93.csv,SGBTR,93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\94.csv,SGBTR,94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\95.csv,SGBTR,95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\96.csv,SGBTR,96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\97.csv,SGBTR,97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\98.csv,SGBTR,98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\99.csv,SGBTR,99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\100.csv,SGBTR,100.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\101.csv,SGBTR,101.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\102.csv,SGBTR,102.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\103.csv,SGBTR,103.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\104.csv,SGBTR,104.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\105.csv,SGBTR,105.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\106.csv,SGBTR,106.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\107.csv,SGBTR,107.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\108.csv,SGBTR,108.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\109.csv,SGBTR,109.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGBTR\110.csv,SGBTR,110.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\1.csv,SLBIC,1.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\2.csv,SLBIC,2.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\3.csv,SLBIC,3.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\4.csv,SLBIC,4.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\5.csv,SLBIC,5.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\6.csv,SLBIC,6.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\7.csv,SLBIC,7.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\8.csv,SLBIC,8.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\9.csv,SLBIC,9.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\10.csv,SLBIC,10.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\11.csv,SLBIC,11.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\12.csv,SLBIC,12.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\13.csv,SLBIC,13.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\14.csv,SLBIC,14.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\15.csv,SLBIC,15.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\16.csv,SLBIC,16.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\17.csv,SLBIC,17.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\18.csv,SLBIC,18.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\19.csv,SLBIC,19.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\20.csv,SLBIC,20.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\21.csv,SLBIC,21.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\22.csv,SLBIC,22.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\23.csv,SLBIC,23.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\24.csv,SLBIC,24.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\25.csv,SLBIC,25.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\26.csv,SLBIC,26.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\27.csv,SLBIC,27.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\28.csv,SLBIC,28.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\29.csv,SLBIC,29.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\30.csv,SLBIC,30.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\31.csv,SLBIC,31.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\32.csv,SLBIC,32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\33.csv,SLBIC,33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\34.csv,SLBIC,34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\35.csv,SLBIC,35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\36.csv,SLBIC,36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\37.csv,SLBIC,37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\38.csv,SLBIC,38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\39.csv,SLBIC,39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\40.csv,SLBIC,40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\41.csv,SLBIC,41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\42.csv,SLBIC,42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\43.csv,SLBIC,43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\44.csv,SLBIC,44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\45.csv,SLBIC,45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\46.csv,SLBIC,46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\47.csv,SLBIC,47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\48.csv,SLBIC,48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\49.csv,SLBIC,49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\50.csv,SLBIC,50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\51.csv,SLBIC,51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\52.csv,SLBIC,52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\53.csv,SLBIC,53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\54.csv,SLBIC,54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\55.csv,SLBIC,55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\56.csv,SLBIC,56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\57.csv,SLBIC,57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\58.csv,SLBIC,58.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\59.csv,SLBIC,59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\60.csv,SLBIC,60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\61.csv,SLBIC,61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\62.csv,SLBIC,62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\63.csv,SLBIC,63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\64.csv,SLBIC,64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\65.csv,SLBIC,65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\66.csv,SLBIC,66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\67.csv,SLBIC,67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\68.csv,SLBIC,68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\69.csv,SLBIC,69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\70.csv,SLBIC,70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\71.csv,SLBIC,71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\72.csv,SLBIC,72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\73.csv,SLBIC,73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\74.csv,SLBIC,74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\75.csv,SLBIC,75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\76.csv,SLBIC,76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\77.csv,SLBIC,77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\78.csv,SLBIC,78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SLBIC\79.csv,SLBIC,79.0,True
